outlet_id,outlet_size,population_density,number_of_skus_sold,average_household_income,region_outstation,region_upcountry,region_western,number_of_skus_sold_range_0-25,number_of_skus_sold_range_25-50,number_of_skus_sold_range_50+
outlet_code_2169,1555,2910,50,160516,0,0,1,0,1,0
outlet_code_2170,951,1702,29,100111,0,0,1,0,1,0
outlet_code_2171,1345,2489,43,139463,0,0,1,0,1,0
outlet_code_2172,1139,2078,35,118892,0,0,1,0,1,0
outlet_code_2173,2603,330,13,65064,1,0,0,1,0,0
outlet_code_2174,387,147,19,96819,1,0,0,1,0,0
outlet_code_2175,1014,238,13,65713,1,0,0,1,0,0
outlet_code_2176,1439,289,17,86950,1,0,0,1,0,0
outlet_code_2177,769,208,11,53435,1,0,0,1,0,0
outlet_code_2178,1294,271,16,79704,1,0,0,1,0,0
outlet_code_2179,1347,278,16,82341,1,0,0,1,0,0
outlet_code_2180,1022,239,13,66092,1,0,0,1,0,0
outlet_code_2181,1503,430,26,54081,0,1,0,0,1,0
outlet_code_2182,1209,401,20,45275,0,1,0,1,0,0
outlet_code_2183,878,368,14,35339,0,1,0,1,0,0
outlet_code_2184,225,1180,24,87659,0,0,1,1,0,0
outlet_code_2185,330,2750,39,139984,0,0,1,0,1,0
outlet_code_2186,332,2783,40,141097,0,0,1,0,1,0
outlet_code_2187,1507,2815,48,155725,0,0,1,0,1,0
outlet_code_2188,3680,384,18,91996,1,0,0,1,0,0
outlet_code_2189,3832,392,19,95812,1,0,0,1,0,0
outlet_code_2190,3957,398,20,98921,1,0,0,1,0,0
outlet_code_2191,385,146,19,96212,1,0,0,1,0,0
outlet_code_2192,277,119,14,69150,1,0,0,1,0,0
outlet_code_2193,996,235,13,64786,1,0,0,1,0,0
outlet_code_2194,1278,269,16,78887,1,0,0,1,0,0
outlet_code_2195,745,205,10,52238,1,0,0,1,0,0
outlet_code_2196,3721,622,32,55809,0,1,0,0,1,0
outlet_code_2197,253,353,14,37931,0,1,0,1,0,0
outlet_code_2198,1331,413,23,48942,0,1,0,1,0,0
outlet_code_2199,937,374,15,37107,0,1,0,1,0,0
outlet_code_2200,977,378,16,38305,0,1,0,1,0,0
outlet_code_2201,2813,3426,36,115659,0,0,1,0,1,0
outlet_code_2202,2126,2053,23,81320,0,0,1,1,0,0
outlet_code_2203,282,2033,32,116113,0,0,1,0,1,0
outlet_code_2204,1053,1907,32,110350,0,0,1,0,1,0
outlet_code_2205,914,1628,27,96398,0,0,1,0,1,0
outlet_code_2206,991,1782,30,104095,0,0,1,0,1,0
outlet_code_2207,792,1384,23,84206,0,0,1,1,0,0
outlet_code_2208,1694,3188,55,174403,0,0,1,0,1,0
outlet_code_2209,1636,3072,53,168602,0,0,1,0,1,0
outlet_code_2210,3171,359,16,79280,1,0,0,1,0,0
outlet_code_2211,2201,310,11,55037,1,0,0,1,0,0
outlet_code_2212,221,105,11,55244,1,0,0,1,0,0
outlet_code_2213,216,104,11,53951,1,0,0,1,0,0
outlet_code_2214,1003,236,13,65142,1,0,0,1,0,0
outlet_code_2215,823,215,11,56148,1,0,0,1,0,0
outlet_code_2216,1458,291,18,87884,1,0,0,1,0,0
outlet_code_2217,1198,260,15,74880,1,0,0,1,0,0
outlet_code_2218,1362,279,17,83077,1,0,0,1,0,0
outlet_code_2219,1558,303,19,92905,1,0,0,1,0,0
outlet_code_2220,1261,267,16,78038,1,0,0,1,0,0
outlet_code_2221,723,352,10,30677,0,1,0,1,0,0
outlet_code_2222,1527,433,27,54820,0,1,0,0,1,0
outlet_code_2223,2440,2680,29,97001,0,0,1,0,1,0
outlet_code_2224,267,1808,30,108614,0,0,1,0,1,0
outlet_code_2225,301,2310,35,125334,0,0,1,0,1,0
outlet_code_2226,361,3208,44,155261,0,0,1,0,1,0
outlet_code_2227,1005,1809,31,105459,0,0,1,0,1,0
outlet_code_2228,1552,2905,50,160231,0,0,1,0,1,0
outlet_code_2229,1306,2412,41,135592,0,0,1,0,1,0
outlet_code_2230,1341,2483,42,139134,0,0,1,0,1,0
outlet_code_2231,3905,395,20,97625,1,0,0,1,0,0
outlet_code_2232,3368,368,17,84208,1,0,0,1,0,0
outlet_code_2233,378,144,19,94431,1,0,0,1,0,0
outlet_code_2234,205,101,10,51312,1,0,0,1,0,0
outlet_code_2235,376,144,19,93895,1,0,0,1,0,0
outlet_code_2236,1649,314,19,97461,1,0,0,1,0,0
outlet_code_2237,768,208,11,53390,1,0,0,1,0,0
outlet_code_2238,970,232,13,63525,1,0,0,1,0,0
outlet_code_2239,935,228,12,61738,1,0,0,1,0,0
outlet_code_2240,1459,426,25,52759,0,1,0,0,1,0
outlet_code_2241,1601,440,28,57026,0,1,0,0,1,0
outlet_code_2242,1417,422,24,51513,0,1,0,1,0,0
outlet_code_2243,744,354,11,31311,0,1,0,1,0,0
outlet_code_2244,1059,386,17,40769,0,1,0,1,0,0
outlet_code_2245,2498,2796,30,99908,0,0,1,0,1,0
outlet_code_2246,346,2988,42,147930,0,0,1,0,1,0
outlet_code_2247,336,2846,40,143188,0,0,1,0,1,0
outlet_code_2248,248,1525,27,99167,0,0,1,0,1,0
outlet_code_2249,1241,2281,39,129075,0,0,1,0,1,0
outlet_code_2250,753,1306,22,80305,0,0,1,1,0,0
outlet_code_2251,1136,2071,35,118553,0,0,1,0,1,0
outlet_code_2252,1175,2150,37,122514,0,0,1,0,1,0
outlet_code_2253,1074,1947,33,112354,0,0,1,0,1,0
outlet_code_2254,1024,1848,31,107387,0,0,1,0,1,0
outlet_code_2255,740,1280,21,79019,0,0,1,1,0,0
outlet_code_2256,1496,2792,48,154605,0,0,1,0,1,0
outlet_code_2257,2462,323,12,61544,1,0,0,1,0,0
outlet_code_2258,3604,380,18,90097,1,0,0,1,0,0
outlet_code_2259,349,137,17,87266,1,0,0,1,0,0
outlet_code_2260,205,101,10,51339,1,0,0,1,0,0
outlet_code_2261,1060,243,14,68015,1,0,0,1,0,0
outlet_code_2262,714,202,10,50688,1,0,0,1,0,0
outlet_code_2263,1204,261,15,75210,1,0,0,1,0,0
outlet_code_2264,1619,310,19,95946,1,0,0,1,0,0
outlet_code_2265,1007,237,13,65341,1,0,0,1,0,0
outlet_code_2266,1305,273,16,80226,1,0,0,1,0,0
outlet_code_2267,1030,240,13,66493,1,0,0,1,0,0
outlet_code_2268,1588,307,19,94391,1,0,0,1,0,0
outlet_code_2269,230,1253,25,90086,0,0,1,0,1,0
outlet_code_2270,388,3620,48,169003,0,0,1,0,1,0
outlet_code_2271,237,1352,26,93385,0,0,1,0,1,0
outlet_code_2272,331,2769,40,140632,0,0,1,0,1,0
outlet_code_2273,902,1603,27,95166,0,0,1,0,1,0
outlet_code_2274,965,1730,29,101521,0,0,1,0,1,0
outlet_code_2275,1272,2344,40,132215,0,0,1,0,1,0
outlet_code_2276,3321,366,17,83020,1,0,0,1,0,0
outlet_code_2277,3835,392,19,95887,1,0,0,1,0,0
outlet_code_2278,372,143,19,93034,1,0,0,1,0,0
outlet_code_2279,1182,258,15,74106,1,0,0,1,0,0
outlet_code_2280,1210,261,15,75517,1,0,0,1,0,0
outlet_code_2281,960,231,13,63017,1,0,0,1,0,0
outlet_code_2282,271,371,15,40589,0,1,0,1,0,0
outlet_code_2283,1414,421,24,51421,0,1,0,1,0,0
outlet_code_2284,2658,3115,33,107886,0,0,1,0,1,0
outlet_code_2285,3793,5387,56,164669,0,0,1,0,1,0
outlet_code_2286,269,1835,30,109515,0,0,1,0,1,0
outlet_code_2287,326,2690,39,138010,0,0,1,0,1,0
outlet_code_2288,260,1700,29,105000,0,0,1,0,1,0
outlet_code_2289,221,1122,23,85742,0,0,1,1,0,0
outlet_code_2290,332,2775,40,140817,0,0,1,0,1,0
outlet_code_2291,1385,2570,44,143523,0,0,1,0,1,0
outlet_code_2292,792,1384,23,84194,0,0,1,1,0,0
outlet_code_2293,1535,2869,49,158463,0,0,1,0,1,0
outlet_code_2294,851,1502,25,90093,0,0,1,0,1,0
outlet_code_2295,1546,2892,50,159607,0,0,1,0,1,0
outlet_code_2296,373,143,19,93197,1,0,0,1,0,0
outlet_code_2297,379,145,19,94839,1,0,0,1,0,0
outlet_code_2298,338,134,17,84400,1,0,0,1,0,0
outlet_code_2299,1210,261,15,75508,1,0,0,1,0,0
outlet_code_2300,1432,288,17,86619,1,0,0,1,0,0
outlet_code_2301,1472,293,18,88617,1,0,0,1,0,0
outlet_code_2302,1468,292,18,88399,1,0,0,1,0,0
outlet_code_2303,1024,239,13,66206,1,0,0,1,0,0
outlet_code_2304,1310,273,16,80481,1,0,0,1,0,0
outlet_code_2305,867,220,12,58366,1,0,0,1,0,0
outlet_code_2306,998,380,16,38944,0,1,0,1,0,0
outlet_code_2307,1423,422,24,51678,0,1,0,1,0,0
outlet_code_2308,1693,449,30,59776,0,1,0,0,1,0
outlet_code_2309,3058,3916,41,127893,0,0,1,0,1,0
outlet_code_2310,344,2967,42,147235,0,0,1,0,1,0
outlet_code_2311,1287,2374,41,133695,0,0,1,0,1,0
outlet_code_2312,823,1447,24,87344,0,0,1,1,0,0
outlet_code_2313,985,1770,30,103504,0,0,1,0,1,0
outlet_code_2314,1163,2126,36,121303,0,0,1,0,1,0
outlet_code_2315,1136,2072,35,118604,0,0,1,0,1,0
outlet_code_2316,1311,2422,41,136102,0,0,1,0,1,0
outlet_code_2317,1575,2951,51,162530,0,0,1,0,1,0
outlet_code_2318,3878,394,19,96948,1,0,0,1,0,0
outlet_code_2319,3935,397,20,98373,1,0,0,1,0,0
outlet_code_2320,2249,312,11,56236,1,0,0,1,0,0
outlet_code_2321,2693,335,13,67313,1,0,0,1,0,0
outlet_code_2322,3262,363,16,81551,1,0,0,1,0,0
outlet_code_2323,273,118,14,68246,1,0,0,1,0,0
outlet_code_2324,366,141,18,91449,1,0,0,1,0,0
outlet_code_2325,792,211,11,54616,1,0,0,1,0,0
outlet_code_2326,1113,250,14,70633,1,0,0,1,0,0
outlet_code_2327,1414,286,17,85700,1,0,0,1,0,0
outlet_code_2328,1506,297,18,90296,1,0,0,1,0,0
outlet_code_2329,1553,435,27,55596,0,1,0,0,1,0
outlet_code_2330,1365,417,23,49956,0,1,0,1,0,0
outlet_code_2331,1311,411,22,48343,0,1,0,1,0,0
outlet_code_2332,812,361,12,33350,0,1,0,1,0,0
outlet_code_2333,3724,5248,54,161191,0,0,1,0,1,0
outlet_code_2334,383,3545,47,166501,0,0,1,0,1,0
outlet_code_2335,336,2847,40,143222,0,0,1,0,1,0
outlet_code_2336,1371,2542,43,142099,0,0,1,0,1,0
outlet_code_2337,1244,2289,39,129429,0,0,1,0,1,0
outlet_code_2338,1417,2634,45,146721,0,0,1,0,1,0
outlet_code_2339,1490,2780,48,154024,0,0,1,0,1,0
outlet_code_2340,902,1604,27,95199,0,0,1,0,1,0
outlet_code_2341,725,1250,21,77496,0,0,1,1,0,0
outlet_code_2342,1608,3016,52,165799,0,0,1,0,1,0
outlet_code_2343,1396,2591,44,144570,0,0,1,0,1,0
outlet_code_2344,239,110,12,59750,1,0,0,1,0,0
outlet_code_2345,341,135,17,85145,1,0,0,1,0,0
outlet_code_2346,360,140,18,90099,1,0,0,1,0,0
outlet_code_2347,337,134,17,84246,1,0,0,1,0,0
outlet_code_2348,246,111,12,61396,1,0,0,1,0,0
outlet_code_2349,892,223,12,59613,1,0,0,1,0,0
outlet_code_2350,1429,287,17,86446,1,0,0,1,0,0
outlet_code_2351,3429,593,28,51439,0,1,0,0,1,0
outlet_code_2352,1042,384,17,40273,0,1,0,1,0,0
outlet_code_2353,901,370,14,36041,0,1,0,1,0,0
outlet_code_2354,1396,420,24,50880,0,1,0,1,0,0
outlet_code_2355,2146,2091,23,82282,0,0,1,1,0,0
outlet_code_2356,323,2641,38,136367,0,0,1,0,1,0
outlet_code_2357,327,2710,39,138675,0,0,1,0,1,0
outlet_code_2358,363,3249,44,156644,0,0,1,0,1,0
outlet_code_2359,273,1889,31,111297,0,0,1,0,1,0
outlet_code_2360,825,1449,24,87461,0,0,1,1,0,0
outlet_code_2361,1556,2912,50,160576,0,0,1,0,1,0
outlet_code_2362,1103,2006,34,115297,0,0,1,0,1,0
outlet_code_2363,1256,2312,39,130582,0,0,1,0,1,0
outlet_code_2364,1218,2236,38,126792,0,0,1,0,1,0
outlet_code_2365,982,1765,30,103228,0,0,1,0,1,0
outlet_code_2366,2882,344,14,72042,1,0,0,1,0,0
outlet_code_2367,311,128,16,77700,1,0,0,1,0,0
outlet_code_2368,242,111,12,60513,1,0,0,1,0,0
outlet_code_2369,359,140,18,89708,1,0,0,1,0,0
outlet_code_2370,1261,267,16,78046,1,0,0,1,0,0
outlet_code_2371,833,216,11,56660,1,0,0,1,0,0
outlet_code_2372,1338,277,16,81893,1,0,0,1,0,0
outlet_code_2373,1364,280,17,83194,1,0,0,1,0,0
outlet_code_2374,1201,260,15,75048,1,0,0,1,0,0
outlet_code_2375,953,230,13,62641,1,0,0,1,0,0
outlet_code_2376,243,343,13,36501,0,1,0,1,0,0
outlet_code_2377,1565,437,27,55960,0,1,0,0,1,0
outlet_code_2378,810,361,12,33298,0,1,0,1,0,0
outlet_code_2379,2118,2035,22,80885,0,0,1,1,0,0
outlet_code_2380,2468,2737,29,98416,0,0,1,0,1,0
outlet_code_2381,247,1512,27,98743,0,0,1,0,1,0
outlet_code_2382,1036,1873,32,108626,0,0,1,0,1,0
outlet_code_2383,1700,3199,55,174972,0,0,1,0,1,0
outlet_code_2384,1550,2900,50,160009,0,0,1,0,1,0
outlet_code_2385,2050,302,10,51245,1,0,0,1,0,0
outlet_code_2386,2593,330,13,64830,1,0,0,1,0,0
outlet_code_2387,256,114,13,63995,1,0,0,1,0,0
outlet_code_2388,1073,245,14,68650,1,0,0,1,0,0
outlet_code_2389,1010,237,13,65491,1,0,0,1,0,0
outlet_code_2390,1337,276,16,81847,1,0,0,1,0,0
outlet_code_2391,740,205,10,52012,1,0,0,1,0,0
outlet_code_2392,1368,280,17,83407,1,0,0,1,0,0
outlet_code_2393,1346,277,16,82289,1,0,0,1,0,0
outlet_code_2394,1672,317,20,98582,1,0,0,1,0,0
outlet_code_2395,1592,307,19,94577,1,0,0,1,0,0
outlet_code_2396,3117,562,24,46754,0,1,0,1,0,0
outlet_code_2397,2494,499,16,37408,0,1,0,1,0,0
outlet_code_2398,1060,386,17,40795,0,1,0,1,0,0
outlet_code_2399,1376,418,24,50291,0,1,0,1,0,0
outlet_code_2400,2943,3687,39,122168,0,0,1,0,1,0
outlet_code_2401,276,1942,31,113059,0,0,1,0,1,0
outlet_code_2402,397,3755,50,173514,0,0,1,0,1,0
outlet_code_2403,222,1123,23,85779,0,0,1,1,0,0
outlet_code_2404,333,2801,40,141693,0,0,1,0,1,0
outlet_code_2405,1159,2118,36,120898,0,0,1,0,1,0
outlet_code_2406,1393,2586,44,144300,0,0,1,0,1,0
outlet_code_2407,1390,2579,44,143960,0,0,1,0,1,0
outlet_code_2408,1515,2830,49,156521,0,0,1,0,1,0
outlet_code_2409,1269,2339,40,131934,0,0,1,0,1,0
outlet_code_2410,915,1630,28,96510,0,0,1,0,1,0
outlet_code_2411,1070,1940,33,111977,0,0,1,0,1,0
outlet_code_2412,3526,376,18,88162,1,0,0,1,0,0
outlet_code_2413,2516,326,13,62912,1,0,0,1,0,0
outlet_code_2414,363,141,18,90647,1,0,0,1,0,0
outlet_code_2415,397,149,20,99210,1,0,0,1,0,0
outlet_code_2416,818,214,11,55877,1,0,0,1,0,0
outlet_code_2417,802,212,11,55098,1,0,0,1,0,0
outlet_code_2418,1623,442,28,57682,0,1,0,0,1,0
outlet_code_2419,1192,399,20,44771,0,1,0,1,0,0
outlet_code_2420,1317,412,22,48524,0,1,0,1,0,0
outlet_code_2421,3596,4993,52,154815,0,0,1,0,1,0
outlet_code_2422,347,3008,42,148606,0,0,1,0,1,0
outlet_code_2423,1441,2682,46,149124,0,0,1,0,1,0
outlet_code_2424,1452,2704,46,150206,0,0,1,0,1,0
outlet_code_2425,1109,2019,34,115934,0,0,1,0,1,0
outlet_code_2426,1026,1851,31,107557,0,0,1,0,1,0
outlet_code_2427,1126,2052,35,117579,0,0,1,0,1,0
outlet_code_2428,1458,2716,47,150810,0,0,1,0,1,0
outlet_code_2429,346,137,17,86555,1,0,0,1,0,0
outlet_code_2430,203,101,10,50827,1,0,0,1,0,0
outlet_code_2431,342,136,17,85534,1,0,0,1,0,0
outlet_code_2432,306,127,15,76614,1,0,0,1,0,0
outlet_code_2433,1253,266,16,77660,1,0,0,1,0,0
outlet_code_2434,722,203,10,51119,1,0,0,1,0,0
outlet_code_2435,891,223,12,59530,1,0,0,1,0,0
outlet_code_2436,1028,239,13,66378,1,0,0,1,0,0
outlet_code_2437,921,227,12,61048,1,0,0,1,0,0
outlet_code_2438,1681,318,20,99068,1,0,0,1,0,0
outlet_code_2439,1356,279,17,82788,1,0,0,1,0,0
outlet_code_2440,3322,582,27,49831,0,1,0,0,1,0
outlet_code_2441,1433,423,25,52001,0,1,0,0,1,0
outlet_code_2442,2927,3655,39,121372,0,0,1,0,1,0
outlet_code_2443,1230,2259,39,127965,0,0,1,0,1,0
outlet_code_2444,716,1231,21,76571,0,0,1,1,0,0
outlet_code_2445,1494,2788,48,154384,0,0,1,0,1,0
outlet_code_2446,215,104,11,53825,1,0,0,1,0,0
outlet_code_2447,775,209,11,53753,1,0,0,1,0,0
outlet_code_2448,772,209,11,53595,1,0,0,1,0,0
outlet_code_2449,714,202,10,50681,1,0,0,1,0,0
outlet_code_2450,997,236,13,64845,1,0,0,1,0,0
outlet_code_2451,1332,276,16,81609,1,0,0,1,0,0
outlet_code_2452,1293,271,16,79652,1,0,0,1,0,0
outlet_code_2453,2453,495,16,36794,0,1,0,1,0,0
outlet_code_2454,701,350,10,30022,0,1,0,1,0,0
outlet_code_2455,1599,440,28,56980,0,1,0,0,1,0
outlet_code_2456,2150,2100,23,82490,0,0,1,1,0,0
outlet_code_2457,263,1751,30,106707,0,0,1,0,1,0
outlet_code_2458,222,1127,23,85900,0,0,1,1,0,0
outlet_code_2459,280,2001,32,115049,0,0,1,0,1,0
outlet_code_2460,1350,2500,43,140008,0,0,1,0,1,0
outlet_code_2461,913,1625,27,96260,0,0,1,0,1,0
outlet_code_2462,1323,2446,42,137286,0,0,1,0,1,0
outlet_code_2463,1496,2792,48,154615,0,0,1,0,1,0
outlet_code_2464,847,1493,25,89665,0,0,1,0,1,0
outlet_code_2465,1204,2208,38,125422,0,0,1,0,1,0
outlet_code_2466,1603,3007,52,165348,0,0,1,0,1,0
outlet_code_2467,2971,349,15,74280,1,0,0,1,0,0
outlet_code_2468,2774,339,14,69352,1,0,0,1,0,0
outlet_code_2469,378,144,19,94379,1,0,0,1,0,0
outlet_code_2470,208,102,10,51895,1,0,0,1,0,0
outlet_code_2471,764,208,11,53213,1,0,0,1,0,0
outlet_code_2472,896,224,12,59824,1,0,0,1,0,0
outlet_code_2473,1109,249,14,70474,1,0,0,1,0,0
outlet_code_2474,1290,271,16,79490,1,0,0,1,0,0
outlet_code_2475,1211,261,15,75562,1,0,0,1,0,0
outlet_code_2476,295,395,17,44198,0,1,0,1,0,0
outlet_code_2477,224,324,12,33634,0,1,0,1,0,0
outlet_code_2478,200,300,10,30056,0,1,0,1,0,0
outlet_code_2479,1641,444,29,58244,0,1,0,0,1,0
outlet_code_2480,1486,429,26,53594,0,1,0,0,1,0
outlet_code_2481,2022,1844,20,76108,0,0,1,1,0,0
outlet_code_2482,228,1216,24,88876,0,0,1,1,0,0
outlet_code_2483,292,2177,34,120892,0,0,1,0,1,0
outlet_code_2484,865,1529,26,91456,0,0,1,0,1,0
outlet_code_2485,1608,3016,52,165824,0,0,1,0,1,0
outlet_code_2486,1343,2487,43,139340,0,0,1,0,1,0
outlet_code_2487,2510,325,13,62747,1,0,0,1,0,0
outlet_code_2488,400,150,20,99985,1,0,0,1,0,0
outlet_code_2489,307,127,15,76793,1,0,0,1,0,0
outlet_code_2490,343,136,17,85815,1,0,0,1,0,0
outlet_code_2491,348,137,17,86876,1,0,0,1,0,0
outlet_code_2492,243,111,12,60718,1,0,0,1,0,0
outlet_code_2493,1003,236,13,65169,1,0,0,1,0,0
outlet_code_2494,1631,312,19,96528,1,0,0,1,0,0
outlet_code_2495,862,219,12,58116,1,0,0,1,0,0
outlet_code_2496,752,355,11,31566,0,1,0,1,0,0
outlet_code_2497,2766,3333,35,113320,0,0,1,0,1,0
outlet_code_2498,1537,2874,49,158717,0,0,1,0,1,0
outlet_code_2499,1627,3053,52,167651,0,0,1,0,1,0
outlet_code_2500,945,1690,29,99523,0,0,1,0,1,0
outlet_code_2501,1509,2817,48,155856,0,0,1,0,1,0
outlet_code_2502,938,1676,28,98794,0,0,1,0,1,0
outlet_code_2503,1499,2799,48,154946,0,0,1,0,1,0
outlet_code_2504,2589,329,13,64728,1,0,0,1,0,0
outlet_code_2505,3042,352,15,76048,1,0,0,1,0,0
outlet_code_2506,2380,319,12,59504,1,0,0,1,0,0
outlet_code_2507,1444,289,17,87197,1,0,0,1,0,0
outlet_code_2508,787,210,11,54326,1,0,0,1,0,0
outlet_code_2509,1252,266,16,77608,1,0,0,1,0,0
outlet_code_2510,1512,297,18,90594,1,0,0,1,0,0
outlet_code_2511,1353,278,17,82630,1,0,0,1,0,0
outlet_code_2512,1526,299,18,91298,1,0,0,1,0,0
outlet_code_2513,856,219,12,57778,1,0,0,1,0,0
outlet_code_2514,1472,293,18,88623,1,0,0,1,0,0
outlet_code_2515,1629,443,29,57884,0,1,0,0,1,0
outlet_code_2516,831,363,13,33920,0,1,0,1,0,0
outlet_code_2517,1688,449,30,59654,0,1,0,0,1,0
outlet_code_2518,1309,411,22,48259,0,1,0,1,0,0
outlet_code_2519,2254,2307,25,87683,0,0,1,0,1,0
outlet_code_2520,2103,2006,22,80152,0,0,1,1,0,0
outlet_code_2521,2333,2467,27,91668,0,0,1,0,1,0
outlet_code_2522,3571,4941,51,153529,0,0,1,0,1,0
outlet_code_2523,232,1281,25,91017,0,0,1,0,1,0
outlet_code_2524,849,1498,25,89899,0,0,1,0,1,0
outlet_code_2525,716,1232,21,76577,0,0,1,1,0,0
outlet_code_2526,2925,346,15,73119,1,0,0,1,0,0
outlet_code_2527,2972,349,15,74297,1,0,0,1,0,0
outlet_code_2528,3895,395,19,97371,1,0,0,1,0,0
outlet_code_2529,314,128,16,78481,1,0,0,1,0,0
outlet_code_2530,254,114,13,63579,1,0,0,1,0,0
outlet_code_2531,1485,294,18,89245,1,0,0,1,0,0
outlet_code_2532,1610,309,19,95509,1,0,0,1,0,0
outlet_code_2533,1484,294,18,89189,1,0,0,1,0,0
outlet_code_2534,896,224,12,59812,1,0,0,1,0,0
outlet_code_2535,1657,315,20,97866,1,0,0,1,0,0
outlet_code_2536,1454,291,18,87710,1,0,0,1,0,0
outlet_code_2537,991,235,13,64553,1,0,0,1,0,0
outlet_code_2538,1074,245,14,68684,1,0,0,1,0,0
outlet_code_2539,1569,304,19,93456,1,0,0,1,0,0
outlet_code_2540,3700,620,31,55499,0,1,0,0,1,0
outlet_code_2541,2392,489,15,35877,0,1,0,1,0,0
outlet_code_2542,3827,633,33,57404,0,1,0,0,1,0
outlet_code_2543,1692,449,30,59771,0,1,0,0,1,0
outlet_code_2544,1161,396,19,43833,0,1,0,1,0,0
outlet_code_2545,281,2016,32,115528,0,0,1,0,1,0
outlet_code_2546,330,2750,40,140005,0,0,1,0,1,0
outlet_code_2547,246,1488,27,97944,0,0,1,0,1,0
outlet_code_2548,365,3282,45,157741,0,0,1,0,1,0
outlet_code_2549,1337,2474,42,138697,0,0,1,0,1,0
outlet_code_2550,1327,2455,42,137733,0,0,1,0,1,0
outlet_code_2551,1669,3137,54,171868,0,0,1,0,1,0
outlet_code_2552,1638,3077,53,168835,0,0,1,0,1,0
outlet_code_2553,1567,2934,50,161724,0,0,1,0,1,0
outlet_code_2554,1102,2004,34,115220,0,0,1,0,1,0
outlet_code_2555,1442,2683,46,149152,0,0,1,0,1,0
outlet_code_2556,1257,2315,40,130744,0,0,1,0,1,0
outlet_code_2557,201,100,10,50158,1,0,0,1,0,0
outlet_code_2558,233,108,12,58293,1,0,0,1,0,0
outlet_code_2559,395,149,20,98641,1,0,0,1,0,0
outlet_code_2560,1168,256,15,73381,1,0,0,1,0,0
outlet_code_2561,990,235,13,64506,1,0,0,1,0,0
outlet_code_2562,1462,291,18,88119,1,0,0,1,0,0
outlet_code_2563,1523,299,18,91172,1,0,0,1,0,0
outlet_code_2564,2297,480,14,34462,0,1,0,1,0,0
outlet_code_2565,206,306,10,30908,0,1,0,1,0,0
outlet_code_2566,1651,445,29,58530,0,1,0,0,1,0
outlet_code_2567,1178,398,20,44342,0,1,0,1,0,0
outlet_code_2568,374,3405,46,161830,0,0,1,0,1,0
outlet_code_2569,297,2258,35,123591,0,0,1,0,1,0
outlet_code_2570,247,1501,27,98377,0,0,1,0,1,0
outlet_code_2571,339,2879,41,144295,0,0,1,0,1,0
outlet_code_2572,1384,2569,44,143428,0,0,1,0,1,0
outlet_code_2573,792,1384,23,84186,0,0,1,1,0,0
outlet_code_2574,2928,346,15,73188,1,0,0,1,0,0
outlet_code_2575,269,117,13,67224,1,0,0,1,0,0
outlet_code_2576,337,134,17,84275,1,0,0,1,0,0
outlet_code_2577,215,104,11,53625,1,0,0,1,0,0
outlet_code_2578,700,200,10,50021,1,0,0,1,0,0
outlet_code_2579,1505,297,18,90265,1,0,0,1,0,0
outlet_code_2580,874,221,12,58686,1,0,0,1,0,0
outlet_code_2581,1019,238,13,65964,1,0,0,1,0,0
outlet_code_2582,1417,286,17,85836,1,0,0,1,0,0
outlet_code_2583,206,306,10,30891,0,1,0,1,0,0
outlet_code_2584,849,365,13,34476,0,1,0,1,0,0
outlet_code_2585,1580,438,28,56393,0,1,0,0,1,0
outlet_code_2586,3761,5321,55,163030,0,0,1,0,1,0
outlet_code_2587,3129,4058,43,131450,0,0,1,0,1,0
outlet_code_2588,364,3256,45,156882,0,0,1,0,1,0
outlet_code_2589,282,2026,32,115862,0,0,1,0,1,0
outlet_code_2590,911,1623,27,96133,0,0,1,0,1,0
outlet_code_2591,1114,2028,34,116402,0,0,1,0,1,0
outlet_code_2592,1197,2193,37,124654,0,0,1,0,1,0
outlet_code_2593,968,1736,29,101794,0,0,1,0,1,0
outlet_code_2594,1311,2422,41,136098,0,0,1,0,1,0
outlet_code_2595,752,1304,22,80210,0,0,1,1,0,0
outlet_code_2596,1574,2947,51,162352,0,0,1,0,1,0
outlet_code_2597,777,1354,23,82689,0,0,1,1,0,0
outlet_code_2598,1540,2880,49,159023,0,0,1,0,1,0
outlet_code_2599,3775,389,19,94375,1,0,0,1,0,0
outlet_code_2600,3948,397,20,98705,1,0,0,1,0,0
outlet_code_2601,3200,360,16,80000,1,0,0,1,0,0
outlet_code_2602,2583,329,13,64576,1,0,0,1,0,0
outlet_code_2603,2798,340,14,69952,1,0,0,1,0,0
outlet_code_2604,321,130,16,80343,1,0,0,1,0,0
outlet_code_2605,341,135,17,85284,1,0,0,1,0,0
outlet_code_2606,791,211,11,54527,1,0,0,1,0,0
outlet_code_2607,1434,288,17,86700,1,0,0,1,0,0
outlet_code_2608,1489,295,18,89436,1,0,0,1,0,0
outlet_code_2609,1037,240,13,66863,1,0,0,1,0,0
outlet_code_2610,234,334,13,35159,0,1,0,1,0,0
outlet_code_2611,784,358,12,32518,0,1,0,1,0,0
outlet_code_2612,1499,430,26,53963,0,1,0,0,1,0
outlet_code_2613,3751,5302,55,162551,0,0,1,0,1,0
outlet_code_2614,1115,2029,35,116459,0,0,1,0,1,0
outlet_code_2615,1457,2714,46,150692,0,0,1,0,1,0
outlet_code_2616,996,1792,30,104623,0,0,1,0,1,0
